component,component_path,joint,kind,type,occurrence_one,occurrence_two,origin_x_mm,origin_y_mm,origin_z_mm,axis_x,axis_y,axis_z,min,max,value,units,min_deg,max_deg,value_deg,min_mm,max_mm,value_mm,is_suppressed,note
twincities_v2_nolock,body_LATEST:1+twincities_v2_nolock:1,Rigid 16,joint,rigid,twincities_v2_nolock:1+robstride05 v16 (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1):1+1_1_06_EB463-509^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1):1,twincities_v2_nolock:1+gimbal_neck:1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock,body_LATEST:1+twincities_v2_nolock:1,Rigid 17,joint,rigid,twincities_v2_nolock:1+IntelRealsense_D435_Multibody v9:1+Component35:1,twincities_v2_nolock:1+gimbal_arm:1+Component92:1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock,body_LATEST:1+twincities_v2_nolock:1,Rigid 18,joint,rigid,twincities_v2_nolock:1+gimbal_arm:1+Component92:1,twincities_v2_nolock:1+robstride05 v16 (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1):1+0001755650^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock,body_LATEST:1+twincities_v2_nolock:1,Rigid 19,joint,rigid,twincities_v2_nolock:1+U-joint_type_C_adapter v3:1,twincities_v2_nolock:1+IntelRealsense_D435_Multibody v9:1+Component35:1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock,body_LATEST:1+twincities_v2_nolock:1,Rigid 20,joint,rigid,twincities_v2_nolock:1+bearing:1,twincities_v2_nolock:1+gimbal_neck:1,,,,,,,,,,,,,,,,,False,origin unreadable
schematics (1),body_LATEST:1+twincities_v2_nolock (1):1+schematics (1):1,Rigid 1,joint,rigid,twincities_v2_nolock (1):1+schematics (1):1+robstride05_cross_section (1):1,twincities_v2_nolock (1):1+schematics (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
schematics (1),body_LATEST:1+twincities_v2_nolock (1):1+schematics (1):1,Rigid 2,joint,rigid,twincities_v2_nolock (1):1+schematics (1):1+robstride05_cross_section (1):2,twincities_v2_nolock (1):1+schematics (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
robstride05 v16 (2) (1),body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1,Revolute 2,joint,revolute,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (2) (1):1+1_1_06_EB463-507^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,,,,0.0,-0.0,1.0,,,2.740167,rad,,,157.0,,,,False,origin unreadable
robstride05 v16 (2) (1),body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1,Rigid 1,joint,rigid,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (2) (1):1+1_1_31_EB463-510^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
robstride05 v16 (1) (1),body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1,Revolute 2,joint,revolute,twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_06_EB463-507^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,,,,0.0,-1.0,0.0,,,0.0,rad,,,0.0,,,,False,origin unreadable
robstride05 v16 (1) (1),body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1,Rigid 1,joint,rigid,twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_31_EB463-510^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
IntelRealsense_D435_Multibody v9 (1),body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1,Rigid 2,joint,rigid,twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component35 (1):1,twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 2,joint,rigid,twincities_v2_nolock (1):1+schematics (1):1,twincities_v2_nolock (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 3,joint,rigid,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (2) (1):1+1_1_06_EB463-509^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,twincities_v2_nolock (1):1+schematics (1):1+robstride05_cross_section (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 10,joint,rigid,twincities_v2_nolock (1):1+gimbal_mount (1):1,twincities_v2_nolock (1):1+schematics (1):1+robstride05_cross_section (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Revolute 11,joint,revolute,twincities_v2_nolock (1):1+gimbal_neck (1):1,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+0001755650^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,,,,0.0,-0.0,1.0,,,5.759587,rad,,,330.0,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Revolute 12,joint,revolute,twincities_v2_nolock (1):1+gimbal_neck (1):1,twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1+0001755650^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,,,,0.0,-0.0,1.0,,,5.759587,rad,,,330.0,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 16,joint,rigid,twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_06_EB463-509^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,twincities_v2_nolock (1):1+gimbal_neck (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 17,joint,rigid,twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component35 (1):1,twincities_v2_nolock (1):1+gimbal_arm (1):1+Component92 (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 18,joint,rigid,twincities_v2_nolock (1):1+gimbal_arm (1):1+Component92 (1):1,twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+0001755650^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 19,joint,rigid,twincities_v2_nolock (1):1+U-joint_type_C_adapter v3 (1):1,twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component35 (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
twincities_v2_nolock (1),body_LATEST:1+twincities_v2_nolock (1):1,Rigid 20,joint,rigid,twincities_v2_nolock (1):1+bearing (1):1,twincities_v2_nolock (1):1+gimbal_neck (1):1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 1,joint,rigid,CNC_body02_x2_side_plate:1,CNC_body01_x1_bottom_plate:1,-0.0,86.25,5.0,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 48,joint,rigid,CNC_body03_x1_top_plate:1,CNC_body02_x2_side_plate:1,0.0,86.25,409.0,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 85,joint,rigid,3DP_body_05_x1_interior_plate:1,CNC_body02_x2_side_plate:1,-42.0,78.0,240.0,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 87,joint,rigid,CNC_body02_x2_side_plate:2,CNC_body01_x1_bottom_plate:1,-0.0,-86.25,5.0,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 90,joint,rigid,BEARING:1+bearing_45x58x7_6809_5.4kN_40g:2+half-bearing-45x58x7_6809_5.4kN_40g:1,CNC_body02_x2_side_plate:1,-0.0,90.0,347.5,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 91,joint,rigid,BEARING:1+bearing_45x58x7_6809_5.4kN_40g:3+half-bearing-45x58x7_6809_5.4kN_40g:1,CNC_body02_x2_side_plate:2,-0.0,-90.0,347.5,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 97,joint,rigid,,CNC_body01_x1_bottom_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 98,joint,rigid,CNC_body04_x4_front_plate:1,CNC_body01_x1_bottom_plate:1,60.0,-0.0,6.75,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 100,joint,rigid,CNC_body04_x4_front_plate:2,CNC_body01_x1_bottom_plate:1,-60.0,0.0,6.75,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 103,joint,rigid,CNC_body04_x4_front_plate:3,CNC_body03_x1_top_plate:1,-60.0,-0.0,407.25,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 104,joint,rigid,CNC_body04_x4_front_plate:4,CNC_body03_x1_top_plate:1,60.0,0.0,407.25,,,,,,,,,,,,,,False,
body_LATEST,body_LATEST:1,Rigid 107,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:1,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 108,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:2,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 109,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:3,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 110,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:4,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 111,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:5,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 112,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:6,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 113,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:7,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 114,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:8,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 115,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:9,CNC_body04_x4_front_plate:4,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 116,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:10,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 117,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:11,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 118,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:12,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 119,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:13,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 120,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:14,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 121,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:15,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 122,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:16,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 123,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:17,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 124,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:18,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 125,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:19,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 126,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:20,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 127,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:21,CNC_body04_x4_front_plate:3,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 128,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:22,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 129,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:23,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 130,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:24,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 131,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:25,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 132,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:26,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 133,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:27,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 134,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:28,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 135,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:29,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 136,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:30,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 137,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:31,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 138,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:32,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 139,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:33,CNC_body04_x4_front_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 140,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:34,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 141,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:35,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 142,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:36,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 143,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:37,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 144,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:38,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 145,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:39,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 146,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:40,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 147,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:41,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 148,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:42,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 149,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:43,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 150,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:44,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 151,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:45,CNC_body04_x4_front_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 152,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:1,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 153,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:2,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 154,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:3,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 155,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:4,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 156,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:5,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 157,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:6,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 158,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:7,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 159,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:8,CNC_body02_x2_side_plate:2,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 160,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:9,CNC_body02_x2_side_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 161,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:10,CNC_body02_x2_side_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
body_LATEST,body_LATEST:1,Rigid 162,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x12 Steel 4.6 Plain:11,CNC_body02_x2_side_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
